10000 50
3257 11001 5141
3258 19925 2751
3259 10161 13497
3260 1522 10255
3261 16099 4120
3262 7166 11435
3263 7052 1703
3264 10303 4260
3265 3243 2595
3266 19811 7119
3267 11995 18164
3268 7737 654
3269 4404 12598
3270 14779 17208
3271 2721 15521
3272 17013 1863
3273 966 10073
3274 3569 16937
3275 3543 11126
3276 11598 1443
3277 12877 19641
3278 17695 18763
3279 19374 16280
3280 15226 7998
3281 11468 18968
3282 17131 11389
3283 12042 3462
3284 12411 1219
3285 18426 16446
3286 8318 3541
3287 5404 17498
3288 7570 5330
3289 2267 2721
3290 10198 7491
3291 8933 5809
3292 1802 18147
3293 13261 18161
3294 14441 19496
3295 3845 12634
3296 11601 6018
3297 17406 15313
3298 15126 5083
3299 6301 9448
3300 2245 7537
3301 11077 1078
3302 18575 10562
3303 15891 12832
3304 11904 6145
3305 9987 14509
3306 16670 2102
3307 16600 18919
3308 17079 18471
3309 17966 9861
3310 18846 7871
3311 13889 1811
3312 17123 10447
3313 11881 7646
3314 17093 8600
3315 12488 18182
3316 15611 15689
3317 6250 19917
3318 12748 14186
3319 16682 18493
3320 9353 1004
3321 19457 6668
3322 1938 6022
3323 4492 16056
3324 5916 19016
3325 3239 2458
3326 4268 4762
3327 11560 13479
3328 1124 17742
3329 2693 3440
3330 17973 14569
3331 10257 15181
3332 15097 9936
3333 4121 12859
3334 7703 4196
3335 5199 802
3336 3821 17055
3337 3077 4655
3338 17063 5758
3339 4773 7568
3340 6377 2978
3341 4091 4363
3342 17841 6996
3343 1089 12002
3344 11794 15317
3345 9885 3782
3346 18962 9766
3347 19701 16493
3348 5703 14058
3349 14605 173
3350 17326 13405
3351 10460 19804
3352 810 1146
3353 6903 9888
3354 17455 17872
3355 17202 8028
3356 8742 184
3357 7179 17644
3358 9646 6583
3359 18251 8268
3360 12049 1439
3361 7556 8135
3362 979 7362
3363 17771 3609
3364 3781 6682
3365 16438 12375
3366 8530 1107
3367 18604 6897
3368 13136 9340
3369 3563 1859
3370 9886 10591
3371 7126 17116
3372 14760 18627
3373 1561 14304
3374 18923 4405
3375 5843 19811
3376 4297 10971
3377 14684 13398
3378 17006 1628
3379 8309 12454
3380 4829 17139
3381 14597 4746
3382 7995 9710
3383 19049 13200
3384 15058 1130
3385 8072 18964
3386 16079 1295
3387 16274 15197
3388 5853 7190
3389 11594 17834
3390 13997 4775
3391 12098 13788
3392 3538 14645
3393 16272 6781
3394 19235 16895
3395 14033 4580
3396 5678 415
3397 10124 8629
3398 18181 10024
3399 7505 5525
3400 4488 9590
3401 10885 15577
3402 7125 16918
3403 4108 7158
3404 1343 12977
3405 14104 12053
3406 5841 11691
3407 6336 6201
3408 12981 9378
3409 6272 2607
3410 3539 8567
3411 8981 16657
3412 1637 5568
3413 15591 15457
3414 981 16169
3415 5759 3095
3416 15023 1820
3417 15089 12995
3418 16504 2148
3419 11476 19196
3420 7601 14198
3421 5889 5579
3422 8131 9793
3423 19170 12224
3424 11182 17464
3425 6030 1793
3426 14801 14720
3427 287 15011
3428 10467 12790
3429 8958 12229
3430 15324 7799
3431 9618 14716
3432 4062 6698
3433 5197 4706
3434 254 565
3435 14763 16673
3436 18603 4206
3437 13998 651
3438 9226 3086
3439 549 9519
3440 7663 407
3441 11479 6578
3442 17940 2464
3443 15253 8117
3444 346 4758
3445 12556 562
3446 15278 12021
3447 18718 18525
3448 19583 15691
3449 16256 3915
3450 16939 16188
3451 393 11018
3452 8020 11893
3453 14978 10742
3454 260 13597
3455 14003 15526
3456 18456 4274
3457 6737 1833
3458 9950 16395
3459 17505 18341
3460 18903 10295
3461 2315 10060
3462 4937 10532
3463 6222 17384
3464 1298 871
3465 17058 18829
3466 6198 14588
3467 6481 13802
3468 895 10569
3469 4165 1458
3470 13336 1154
3471 5427 14520
3472 16352 11791
3473 4537 8516
3474 3208 2653
3475 12947 2041
3476 8453 18462
3477 5345 11613
3478 8997 13389
3479 10611 7919
3480 6747 6646
3481 1234 4020
3482 17821 9297
3483 19865 4066
3484 5523 15067
3485 16220 4030
3486 18549 15210
3487 3352 17998
3488 2865 11252
3489 13905 7889
3490 9929 6073
3491 886 3203
3492 14816 14733
3493 4473 6231
3494 14149 164
3495 3161 15083
3496 19102 17247
3497 6543 746
3498 4811 13274
3499 8340 6408
3500 10437 6686
3501 1895 911
3502 15261 5337
3503 12940 5247
3504 9487 18125
3505 549 6844
3506 6399 15767
3507 10500 1435
3508 4017 1214
3509 17729 14972
3510 6407 18165
3511 15411 889
3512 1635 5508
3513 15134 18306
3514 4713 6445
3515 9482 3473
3516 736 11501
3517 13189 11377
3518 12975 15996
3519 10472 6128
3520 9324 2461
3521 18227 11021
3522 8807 12074
3523 13287 8726
3524 50 12823
3525 7339 7367
3526 4607 6456
3527 8315 19101
3528 17406 2593
3529 5390 3448
3530 3273 18470
3531 6322 14871
3532 6247 4008
3533 16355 19510
3534 1990 19221
3535 18033 6826
3536 14198 7665
3537 19738 16260
3538 4985 19356
3539 8530 9376
3540 13094 5034
3541 7841 15868
3542 11321 17700
3543 293 16156
3544 19603 8726
3545 3548 2034
3546 16904 19227
3547 3234 9869
3548 5731 19503
3549 15075 15940
3550 19118 7720
3551 11736 13108
3552 9367 13315
3553 9023 11473
3554 17200 10703
3555 12089 17552
3556 9772 10293
3557 7992 19929
3558 12436 1092
3559 6169 4636
3560 6669 12039
3561 11265 9716
3562 15937 3573
3563 19427 10851
3564 3142 1667
3565 5738 14501
3566 7608 2259
3567 11926 17473
3568 8945 13326
3569 4029 948
3570 14851 6144
3571 16436 16117
3572 12397 4622
3573 5713 779
3574 5415 4833
3575 13223 11882
3576 17949 8435
3577 8359 839
3578 8041 13885
3579 11903 7785
3580 2286 11183
3581 9793 17640
3582 15112 6245
3583 19571 1718
3584 19017 408
3585 2903 3599
3586 16067 13868
3587 14841 15690
3588 16469 4815
3589 9647 554
3590 8787 18235
3591 6669 19221
3592 60 3087
3593 13324 15028
3594 19164 4452
3595 15634 5226
3596 2866 1449
3597 7694 5427
3598 3496 17977
3599 18385 7264
3600 7214 18865
3601 12732 17639
3602 13329 3280
3603 4446 7572
3604 4477 9797
3605 8031 10445
3606 9665 9615
3607 9054 11051
3608 2430 6076
3609 10528 2377
3610 3954 1594
3611 19394 2513
3612 4291 6819
3613 1148 7087
3614 10702 7787
3615 6651 15884
3616 13522 17915
3617 17546 15734
3618 19657 6850
3619 16646 18344
3620 8788 486
3621 6452 1028
3622 8431 18452
3623 880 15505
3624 14233 7212
3625 8805 7759
3626 10271 18187
3627 5005 4551
3628 11637 14562
3629 18700 2504
3630 18387 18691
3631 12957 1702
3632 13787 11909
3633 15110 6855
3634 5198 9795
3635 10280 8108
3636 5487 13985
3637 8788 13084
3638 4940 13917
3639 1129 6019
3640 13777 19173
3641 17359 6285
3642 10835 4048
3643 14961 18715
3644 17571 18824
3645 13866 10012
3646 8065 15957
3647 4217 6822
3648 10028 18203
3649 7997 19327
3650 3786 11577
3651 1913 14629
3652 7712 9272
3653 19541 10701
3654 13071 9003
3655 8175 17021
3656 3305 6848
3657 7247 1885
3658 16952 10492
3659 5667 2207
3660 8570 14522
3661 6830 19532
3662 2705 16634
3663 14836 11047
3664 6725 12733
3665 4309 19184
3666 13812 10510
3667 16133 6222
3668 13274 17875
3669 6878 15673
3670 12693 6344
3671 9543 11404
3672 13289 15998
3673 2841 16789
3674 18995 6592
3675 1113 8507
3676 4390 3916
3677 549 7942
3678 15340 7094
3679 16178 11736
3680 10920 18416
3681 5277 487
3682 3060 1083
3683 18958 1410
3684 17082 12685
3685 19028 2187
3686 13590 6127
3687 18476 4923
3688 1711 6878
3689 13469 1316
3690 6174 17058
3691 973 10933
3692 15227 10563
3693 14008 17874
3694 9609 6918
3695 5334 10186
3696 7024 16880
3697 14315 6962
3698 8371 10083
3699 2767 13272
3700 11810 1805
3701 7931 18146
3702 3068 5399
3703 8629 6406
3704 4073 4779
3705 18188 18449
3706 9382 10246
3707 17160 19160
3708 13385 960
3709 7877 11167
3710 1352 19346
3711 16225 13210
3712 172 8375
3713 18457 10539
3714 162 4894
3715 3050 17575
3716 12073 11971
3717 13722 10980
3718 13737 11492
3719 12622 2350
3720 798 17809
3721 4406 10809
3722 9969 6531
3723 7490 1565
3724 12732 3353
3725 2698 15367
3726 4928 14083
3727 18810 15275
3728 2165 1451
3729 2697 13618
3730 11193 18679
3731 7001 5746
3732 16726 19617
3733 11108 722
3734 19423 6814
3735 975 3730
3736 14538 221
3737 3103 5380
3738 3297 858
3739 563 10593
3740 5959 16028
3741 6462 3260
3742 14886 7238
3743 8689 5271
3744 15241 13403
3745 12081 11385
3746 17130 6433
3747 2401 19081
3748 16155 10207
3749 13373 13508
3750 17237 15577
3751 12149 14347
3752 16078 11775
3753 12632 15252
3754 2196 19374
3755 15401 13194
3756 12806 4506
3757 11743 18215
3758 19837 4043
3759 17445 16783
3760 4519 15077
3761 17861 9525
3762 4958 18001
3763 8207 261
3764 13769 1112
3765 13040 17931
3766 12277 7357
3767 19131 5189
3768 16792 8355
3769 7728 8115
3770 17660 15339
3771 19844 19481
3772 14047 6817
3773 10860 11586
3774 4721 13883
3775 5312 8304
3776 14181 9239
3777 7239 3172
3778 19785 15490
3779 16601 11798
3780 9728 9905
3781 17261 5992
3782 7532 2005
3783 6711 16392
3784 858 675
3785 16013 10790
3786 10270 18517
3787 1686 15856
3788 3794 4316
3789 14551 12545
3790 17200 8514
3791 14104 19862
3792 3033 7732
3793 3221 1343
3794 9492 19169
3795 9073 16173
3796 18517 19219
3797 17575 6334
3798 19077 6048
3799 6723 637
3800 11427 19934
3801 14802 2735
3802 14943 1696
3803 2364 16487
3804 5383 15088
3805 3601 16914
3806 16775 18935
3807 3018 14056
3808 11750 16159
3809 15328 6239
3810 18763 1241
3811 460 752
3812 7085 17279
3813 19679 14386
3814 15023 6161
3815 2446 6401
3816 5487 6449
3817 4496 17248
3818 10086 16781
3819 11868 6859
3820 124 11821
3821 7107 11820
3822 5876 16898
3823 9409 10124
3824 12714 17625
3825 18866 1088
3826 1839 11477
3827 5107 15677
3828 6414 8924
3829 11436 4785
3830 7537 1436
3831 4236 13882
3832 7481 9376
3833 6156 8732
3834 11942 13918
3835 5738 18024
3836 6195 12066
3837 8963 9196
3838 19320 12070
3839 6047 14723
3840 15810 12033
3841 19861 1264
3842 16940 17649
3843 2924 4968
3844 6104 3353
3845 1141 14359
3846 8240 13641
3847 19368 5376
3848 14107 15720
3849 9638 5523
3850 19898 6049
3851 14466 11727
3852 923 2445
3853 14514 3428
3854 14503 16594
3855 8626 16912
3856 18175 10312
3857 4312 4839
3858 6158 15114
3859 14819 7235
3860 1594 8613
3861 18605 12311
3862 17686 6185
3863 18257 17972
3864 19847 8145
3865 10545 7894
3866 15972 19744
3867 18540 5010
3868 4789 13246
3869 9839 13054
3870 9965 19291
3871 5955 14817
3872 19655 4492
3873 19605 10266
3874 17501 2164
3875 10776 10775
3876 3085 15446
3877 1630 9381
3878 7352 17123
3879 5267 19886
3880 4131 7198
3881 3294 12163
3882 17172 16455
3883 9700 1833
3884 11238 18312
3885 17603 19539
3886 10707 17555
3887 2046 19909
3888 10174 6713
3889 8876 18002
3890 5129 4026
3891 19471 16003
3892 5383 4565
3893 1687 1101
3894 17338 9087
3895 12636 3305
3896 15467 1469
3897 17923 12281
3898 10466 8990
3899 7302 3974
3900 19864 18055
3901 15609 1256
3902 1164 10570
3903 17282 14006
3904 8360 7689
3905 11715 2509
3906 14864 9840
3907 14404 11185
3908 8637 246
3909 5684 16091
3910 15747 5975
3911 3795 14672
3912 6952 11214
3913 16555 18069
3914 18394 13769
3915 11824 3856
3916 1463 18258
3917 5179 3784
3918 14142 18978
3919 6667 18813
3920 1321 2501
3921 12340 18381
3922 5917 16184
3923 12782 3095
3924 19185 10906
3925 16880 14817
3926 9488 14932
3927 2497 17026
3928 11446 12792
3929 6560 19051
3930 19259 9839
3931 8096 18383
3932 2167 17073
3933 16051 13275
3934 12087 16308
3935 15160 19069
3936 13801 9759
3937 2295 3851
3938 6945 19717
3939 6974 11428
3940 6244 2482
3941 13765 3853
3942 17230 15732
3943 8523 12613
3944 11663 8675
3945 18514 15082
3946 9817 7273
3947 4346 6609
3948 16235 8335
3949 994 16748
3950 15816 4673
3951 14432 16153
3952 16355 9616
3953 5684 13078
3954 4505 3299
3955 2132 12658
3956 12862 10748
3957 2831 15896
3958 4860 10092
3959 15118 7705
3960 19139 16523
3961 147 13631
3962 16592 8955
3963 13641 844
3964 17591 9178
3965 13851 14634
3966 7138 13406
3967 19373 4634
3968 17711 3492
3969 3142 1409
3970 10418 18567
3971 5666 1626
3972 13873 19631
3973 6074 8497
3974 16201 18733
3975 11607 1192
3976 11174 11691
3977 16997 11753
3978 12597 7765
3979 13295 10637
3980 5270 10187
3981 19945 7145
3982 8130 12407
3983 12250 15669
3984 13429 5840
3985 4406 11744
3986 13369 3846
3987 19829 10071
3988 14919 3593
3989 2325 5902
3990 7093 7472
3991 19162 13931
3992 5684 14619
3993 18735 16159
3994 6795 14632
3995 4818 12029
3996 19173 8417
3997 17175 1114
3998 13135 3654
3999 9493 5777
4000 13872 6563
4001 6761 10250
4002 16673 3592
4003 7184 6589
4004 12490 7943
4005 15414 9509
4006 3439 15935
4007 6905 10928
4008 3438 5474
4009 105 5639
4010 17668 6584
4011 11352 1275
4012 18740 13192
4013 16846 8527
4014 10655 11874
4015 18437 2690
4016 9292 4526
4017 8117 5197
4018 8137 5964
4019 10258 15300
4020 4808 16978
4021 12912 2024
4022 12951 4599
4023 10072 19816
4024 1807 12740
4025 19323 6529
4026 4155 19474
4027 9017 7027
4028 15553 2894
4029 14768 5862
4030 4904 6207
4031 10732 13204
4032 14752 14195
4033 16510 18848
4034 10499 19240
4035 16217 6767
4036 8790 15307
4037 16257 5481
4038 1648 18092
4039 7183 2680
4040 9208 3454
4041 19279 2858
4042 9884 13362
4043 16256 8296
4044 10509 1788
4045 7994 7375
4046 16930 15412
4047 9606 15077
4048 10276 11681
4049 7272 2467
4050 9234 774
4051 12432 3488
4052 5320 14375
4053 8819 8688
4054 11368 6968
4055 6773 12353
4056 15210 575
4057 10289 6052
4058 10699 5093
4059 6880 2896
4060 10270 1207
4061 16619 11225
4062 2653 7199
4063 15231 2576
4064 5043 12928
4065 13702 2502
4066 2341 10628
4067 1354 2485
4068 11173 7661
4069 10980 6524
4070 18877 2540
4071 19466 17752
4072 155 14086
4073 15531 6106
4074 9001 10853
4075 12060 18762
4076 6339 19270
4077 6468 5030
4078 3957 8991
4079 1919 18050
4080 551 5351
4081 15978 11972
4082 14456 2892
4083 6904 13684
4084 207 1980
4085 871 17883
4086 15634 19083
4087 9521 16689
4088 2794 15789
4089 2993 1403
4090 164 8147
4091 3768 15052
4092 16433 6502
4093 11845 10236
4094 4637 390
4095 5740 13763
4096 2086 5188
4097 4431 18070
4098 11753 12893
4099 14873 11334
4100 9216 8311
4101 3746 12095
4102 8783 1201
4103 13341 9618
4104 11020 7929
4105 16075 16334
4106 7737 7535
4107 10389 19842
4108 6429 4170
4109 911 2233
4110 12347 11066
4111 12605 3002
4112 1071 14432
4113 3676 17035
4114 4720 9175
4115 17486 18548
4116 6995 13935
4117 11487 17583
4118 7200 15777
4119 3705 4828
4120 17513 18219
4121 2105 16131
4122 15973 1601
4123 5770 12493
4124 11077 18753
4125 9818 3032
4126 6034 3423
4127 14206 2422
4128 15808 3456
4129 12631 17882
4130 12781 527
4131 10813 6468
4132 4050 19775
4133 15552 2300
4134 3479 7601
4135 5819 15608
4136 11739 17343
4137 18943 4275
4138 16768 4063
4139 2815 1065
4140 4096 7844
4141 11267 8985
4142 7758 6481
4143 9937 1824
4144 19705 3566
4145 444 18919
4146 5386 12486
4147 8612 11257
4148 9908 5787
4149 13387 515
4150 16123 9738
4151 7080 15557
4152 19831 4213
4153 8275 6022
4154 3438 12950
4155 794 7441
4156 16425 3886
4157 10366 8412
4158 6587 4183
4159 4100 16654
4160 15572 6292
4161 15129 4543
4162 15799 17309
4163 19447 3740
4164 4255 2058
4165 11795 9185
4166 1093 16729
4167 941 18874
4168 1248 924
4169 10225 5567
4170 13007 1037
4171 4922 11018
4172 15781 9432
4173 9966 11640
4174 8293 2368
4175 5011 14065
4176 18607 217
4177 13877 16491
4178 230 10758
4179 9167 9676
4180 18860 836
4181 13916 962
4182 16187 19953
4183 17228 14856
4184 16774 13786
4185 14823 7452
4186 14822 9781
4187 15564 19744
4188 7735 6954
4189 5673 5529
4190 19593 12380
4191 12596 7035
4192 3525 14551
4193 1660 2824
4194 12499 107
4195 942 10827
4196 11788 7711
4197 4015 14858
4198 6065 4326
4199 18112 1242
4200 5045 2839
4201 12619 12934
4202 9029 19866
4203 3172 4534
4204 10062 16764
4205 5495 8844
4206 15879 6006
4207 16908 18090
4208 17265 19403
4209 15861 18568
4210 5746 6116
4211 10178 16803
4212 8012 13885
4213 18210 14192
4214 11785 14076
4215 13266 12673
4216 5606 16829
4217 13047 2236
4218 6769 10987
4219 4102 16218
4220 1413 16830
4221 19187 9596
4222 4037 13643
4223 9398 16095
4224 11014 17653
4225 3768 5258
4226 2060 16759
4227 10643 13945
4228 8136 6423
4229 499 5204
4230 17877 16272
4231 13101 10116
4232 12352 19834
4233 10820 6147
4234 18716 19120
4235 12302 11273
4236 868 16480
4237 10123 11488
4238 3934 1256
4239 18909 19520
4240 4777 14947
4241 11705 2676
4242 12973 3189
4243 9611 18699
4244 255 17460
4245 13732 6461
4246 16577 18131
4247 17964 6832
4248 9330 8928
4249 4399 5136
4250 16408 4397
4251 876 16700
4252 8188 13628
4253 14883 10998
4254 6869 12121
4255 7068 13791
4256 12819 7998
4257 11186 15124
4258 10175 5791
4259 3250 17148
4260 19961 10429
4261 4911 13333
4262 16516 12889
4263 1816 19226
4264 4361 2197
4265 6593 2566
4266 19266 17121
4267 10748 3821
4268 14818 7453
4269 15925 1982
4270 12125 18039
4271 6036 19344
4272 10820 4943
4273 7085 17221
4274 10720 994
4275 7774 6686
4276 19 10680
4277 3568 12684
4278 11909 16534
4279 18731 1735
4280 4301 12622
4281 9742 5323
4282 5495 3566
4283 7370 16841
4284 15174 16665
4285 14703 3294
4286 18990 7298
4287 8592 738
4288 14310 9809
4289 10802 15676
4290 2362 1381
4291 12061 14927
4292 7610 2380
4293 15265 11980
4294 13715 15870
4295 8491 13995
4296 15670 14367
4297 14284 14584
4298 7776 1164
4299 17828 1653
4300 1298 2950
4301 6599 8882
4302 9619 287
4303 10095 15191
4304 10866 280
4305 1661 17248
4306 12174 9579
4307 11958 13721
4308 2052 19783
4309 12005 7223
4310 17569 15766
4311 6484 495
4312 11431 13238
4313 10754 767
4314 18771 19206
4315 18507 4933
4316 13815 69
4317 16707 5106
4318 296 19785
4319 65 6802
4320 401 7513
4321 17092 1725
4322 11797 12575
4323 8709 5401
4324 8975 13848
4325 5966 713
4326 17560 6544
4327 16133 12449
4328 9568 5342
4329 899 3238
4330 8171 8338
4331 4758 19406
4332 4511 1985
4333 1769 1465
4334 4618 1158
4335 8670 18185
4336 19909 5018
4337 13944 2113
4338 7514 8057
4339 18257 2653
4340 19717 16488
4341 3031 4222
4342 13022 13628
4343 15321 15516
4344 18753 2589
4345 7279 16220
4346 15625 6923
4347 5259 12036
4348 13500 16487
4349 17644 7028
4350 5212 18117
4351 19487 2665
4352 4778 1473
4353 9529 13430
4354 12434 12291
4355 8778 4137
4356 8358 8503
4357 18482 8161
4358 3676 17732
4359 16672 13803
4360 10022 2428
4361 9351 3950
4362 15986 1998
4363 18484 10961
4364 17988 5837
4365 306 16127
4366 18791 19552
4367 17376 19792
4368 13221 19920
4369 12210 3256
4370 7393 2007
4371 10509 17340
4372 5500 12102
4373 9833 8990
4374 2792 9175
4375 7954 2857
4376 6806 9165
4377 11162 13656
4378 4617 19143
4379 1332 9645
4380 2123 18956
4381 18507 1637
4382 1428 17266
4383 17185 12234
4384 15490 11000
4385 9358 5747
4386 3086 2882
4387 14983 19866
4388 5208 8585
4389 14111 1168
4390 4024 7999
4391 13516 18416
4392 12072 7181
4393 2676 4677
4394 10674 13040
4395 11995 4007
4396 5643 12796
4397 6413 6854
4398 19087 3422
4399 10773 19950
4400 5696 10928
4401 13809 131
4402 16348 8781
4403 13717 5144
4404 6311 1555
4405 5906 4179
4406 2594 6686
4407 13866 19421
4408 449 11017
4409 408 12893
4410 16899 11122
4411 270 8755
4412 15608 18893
4413 18666 6682
4414 6631 11046
4415 1974 9439
4416 5921 12326
4417 17458 15782
4418 17277 18620
4419 175 11174
4420 11704 19939
4421 6624 2432
4422 18204 10650
4423 18018 16842
4424 9734 18652
4425 9774 18426
4426 7180 6633
4427 1877 10043
4428 16724 19139
4429 10184 543
4430 6333 19707
4431 12032 8509
4432 643 8605
4433 7224 5842
4434 17015 17919
4435 17858 3750
4436 2533 5071
4437 15720 4481
4438 17674 736
4439 19388 10089
4440 4866 7408
4441 10392 9161
4442 15555 12045
4443 7535 12268
4444 9162 12278
4445 8336 17719
4446 6227 11846
4447 450 368
4448 6209 3221
4449 1140 4026
4450 7775 19575
4451 997 18997
4452 19829 6660
4453 7395 13068
4454 3157 13855
4455 1262 6782
4456 12294 8022
4457 16419 8005
4458 16624 7848
4459 16478 3953
4460 18023 5786
4461 17631 4813
4462 5180 602
4463 3822 14433
4464 18458 7740
4465 3667 4961
4466 309 2584
4467 9243 4663
4468 17731 16490
4469 10344 16638
4470 19771 887
4471 5260 7957
4472 12313 12065
4473 19912 1678
4474 5631 8936
4475 11073 16389
4476 1202 5
4477 606 5056
4478 19488 2733
4479 6825 4428
4480 5740 17945
4481 16880 10491
4482 15153 6049
4483 18890 2475
4484 19112 12883
4485 10121 5585
4486 13541 15234
4487 7298 15381
4488 13410 5853
4489 11140 3562
4490 19950 15392
4491 15397 2213
4492 7268 17503
4493 236 16002
4494 16781 6755
4495 1051 3412
4496 13902 2521
4497 4921 14282
4498 16756 9054
4499 18289 3810
4500 9394 12219
4501 7453 4761
4502 16493 19286
4503 1490 14750
4504 14663 6255
4505 1646 12629
4506 14841 14613
4507 8467 17042
4508 9396 2108
4509 5214 5054
4510 8465 6176
4511 5048 2616
4512 16898 2366
4513 7772 6320
4514 10129 13653
4515 5872 2412
4516 7172 15874
4517 11511 13324
4518 4425 17
4519 6271 13000
4520 1981 19088
4521 10052 7916
4522 1310 16821
4523 15281 18518
4524 19924 7057
4525 9584 16846
4526 19462 8388
4527 10754 14632
4528 951 16359
4529 10011 14877
4530 17288 7432
4531 19657 12234
4532 1909 811
4533 827 7520
4534 16871 6334
4535 1773 3449
4536 7717 18851
4537 12024 11824
4538 6693 9026
4539 16082 3656
4540 501 6616
4541 11356 5665
4542 16648 16314
4543 9024 18461
4544 13337 13951
4545 17734 15387
4546 7620 6976
4547 7786 17390
4548 4909 9529
4549 12214 4965
4550 4765 18132
4551 16982 13986
4552 2161 12481
4553 1506 9005
4554 9012 5205
4555 11821 13939
4556 15956 9513
4557 2178 19528
4558 17988 12603
4559 6553 11202
4560 6588 11324
4561 18299 4286
4562 18028 14207
4563 87 2436
4564 3752 19288
4565 17419 12300
4566 2637 8517
4567 997 10753
4568 16109 4797
4569 10002 18855
4570 12793 5121
4571 10985 18174
4572 17701 5100
4573 17703 13162
4574 4363 12040
4575 3363 607
4576 1245 10950
4577 1509 18013
4578 448 15624
4579 11263 1595
4580 13895 4200
4581 9068 5034
4582 15786 16531
4583 17680 10064
4584 5270 11894
4585 17014 4033
4586 18558 14415
4587 19514 7998
4588 17512 12610
4589 4649 13568
4590 14175 1874
4591 9176 8011
4592 2375 11771
4593 3746 10684
4594 8630 2822
4595 3373 15008
4596 41 18876
4597 15407 12440
4598 18856 12178
4599 4072 9438
4600 13470 4125
4601 18539 17437
4602 1787 8379
4603 988 14405
4604 7972 19298
4605 17523 5636
4606 9998 18498
4607 10268 6698
4608 13733 12372
4609 11545 10365
4610 1725 2363
4611 17590 11270
4612 3709 1765
4613 13943 12996
4614 18785 18916
4615 19393 14366
4616 11802 8606
4617 16984 14283
4618 8687 13588
4619 9237 17971
4620 19958 16659
4621 15156 6760
4622 9809 9955
4623 18678 1776
4624 12140 19894
4625 2256 10223
4626 1492 10216
4627 11981 16197
4628 9193 1552
4629 16820 2275
4630 16640 4329
4631 12935 16212
4632 6846 4793
4633 18381 9918
4634 4241 15533
4635 12191 3969
4636 10728 4198
4637 10505 3698
4638 5473 537
4639 430 5534
4640 12108 13965
4641 4180 19037
4642 15233 13599
4643 11503 12512
4644 11138 777
4645 5106 4674
4646 17237 7777
4647 8922 14392
4648 4309 4082
4649 19614 3654
4650 7622 8549
4651 12747 8156
4652 8206 18350
4653 15238 19603
4654 5136 10030
4655 3994 12019
4656 7407 17244
4657 7194 4526
4658 13389 18991
4659 19768 15048
4660 19721 4527
4661 8655 1225
4662 15616 16957
4663 17391 13928
4664 17581 16276
4665 4825 13356
4666 1512 5203
4667 3552 13923
4668 9877 9717
4669 19746 15141
4670 7159 15012
4671 8607 92
4672 969 10917
4673 9907 15801
4674 7200 10709
4675 11587 6026
4676 7250 6921
4677 229 16594
4678 10521 19217
4679 11845 13971
4680 7327 8102
4681 13304 16669
4682 6943 5190
4683 11258 13207
4684 4699 13171
4685 8182 7355
4686 7446 8209
4687 19125 13141
4688 8941 4766
4689 11827 9031
4690 15057 16140
4691 19412 3413
4692 6 18658
4693 14227 15993
4694 9963 6879
4695 14980 6071
4696 19091 13641
4697 18830 4635
4698 17841 6033
4699 19203 10087
4700 17442 2539
4701 7099 3736
4702 16876 1239
4703 2357 6223
4704 15253 2168
4705 14660 14183
4706 13947 6661
4707 1671 14071
4708 6415 13953
4709 831 15897
4710 1967 12730
4711 6370 12162
4712 16796 1057
4713 3441 5200
4714 11638 10988
4715 9878 18995
4716 2730 9079
4717 6670 16976
4718 3198 15958
4719 18125 9026
4720 3208 14802
4721 1463 12784
4722 3207 13506
4723 3810 3133
4724 15381 5973
4725 18702 992
4726 13153 17347
4727 14755 5072
4728 6623 9948
4729 935 18195
4730 17189 18260
4731 7339 10812
4732 4139 16270
4733 12227 10360
4734 19385 7336
4735 2138 6704
4736 19487 18944
4737 12449 19952
4738 19436 19045
4739 5018 16259
4740 17250 14816
4741 12162 3719
4742 5142 6755
4743 13054 6916
4744 1462 11764
4745 10024 13989
4746 1152 18650
4747 14919 13714
4748 4073 5291
4749 8978 3498
4750 10201 19809
4751 18752 11115
4752 7418 6039
4753 5084 7552
4754 162 6853
4755 1668 6453
4756 10171 17412
4757 518 10181
4758 13448 11665
4759 3428 13571
4760 3911 14909
4761 9910 9803
4762 19868 5063
4763 6705 1181
4764 4678 3940
4765 100 12034
4766 19501 11230
4767 17268 18851
4768 2755 6918
4769 10123 18703
4770 5155 2916
4771 16679 8142
4772 18323 11678
4773 3342 17196
4774 10767 8122
4775 19383 3121
4776 12924 14677
4777 16091 5644
4778 6824 12791
4779 13083 19147
4780 11181 7853
4781 19082 13182
4782 8385 10681
4783 17598 12702
4784 11404 11139
4785 14054 4072
4786 12214 12911
4787 4588 10733
4788 7928 6888
4789 11361 7929
4790 11049 18694
4791 9723 10743
4792 16387 324
4793 13115 5813
4794 4960 19562
4795 7415 2549
4796 15730 16140
4797 3172 2848
4798 15549 4114
4799 15252 17121
4800 1193 3305
4801 16215 5658
4802 16390 13406
4803 293 802
4804 5082 669
4805 15715 11653
4806 18748 12482
4807 12806 5437
4808 7601 11486
4809 11047 2272
4810 4820 12560
4811 5051 18461
4812 17661 549
4813 1015 8222
4814 5343 13209
4815 16513 12618
4816 18275 2887
4817 16292 9079
4818 9880 11016
4819 8037 12936
4820 940 11313
4821 3795 3751
4822 5539 16039
4823 7524 16600
4824 15223 13139
4825 2051 18571
4826 13383 42
4827 16942 3453
